comment,label
Ngân Hà Nguyễn đọc mấy bác cm buồn cười kaka 😔,0
Chất thực sự 🤧,0
Dao Duy Huong nhà quê thật b nhỉ 😂😂 😖,0
Thuyết phục 😂 😞,0
Các bác để em 😑,0
love Trung Phan Tấn :)) 😑,0
Số này cưng nè 👿,0
ngầu vl :v 😠,0
tới cái chuyện ông hùng vs bà tư nha cười xiu 😖,0
799006610 🤡,0
Sợ giặc giận mà lị :( 🥵,0
Ngày làm việc bận rộn thì không sao nhưng cứ đêm về đặt lưng xuống giường lại bộn bề suy tư... 😧 lo nghĩ đủ thứ rất khó ngủ 😢,0
chỉ biết cười :)) 🙀,0
Linkkk 💢,0
Test 💀,0
Cũng được 😩,0
anh tiệp đi dép độn đế ạ ☠️,0
Chờ em đi kiếm cái nick yahho cái thầy ơi 🤒,0
Akay giừ bên anh tràn lan đi ra bớt bớt 😞,0
Con gia nay sao ra duong duong xe no tong chet me duoi gam xe 💜,2
Hoangg An hợp lý :)) ☠️,0
Quá đáng thực sự luôn các ông à 😭,0
Thích mấy stt thâm cmn nho thế lày lày =)) 😒,0
Nhìn rõ mồm ông nói i’m boy one champ lee =))) 🤕,0
Hay quá chị oi 😞,0
"học dối - học giả...kiến thức nông cạn, phát biểu nông nỗi!...Japan Technology thương hiệu toàn cầu mà đi chê bai !!!... 🆗 làm ảnh hưởng đến quan hệ hữu nghị hợp tác với đối tác Nhật Bản...Ai làm được việc- người ấy có lý!!!...đằng nầy công nghệ xử lý nước thối made in Hà nội của nhóm lợi ích chưa làm được gì trong khi $ tiền thuế của dân đã đổ hàng bao nhiêu tỷ bạc vào mà nước thối vẫn thối!!!... 💪",2
Bảo yêu nước thương nước. 😵 Mà cứ chỉ chờ khi bệnh rồi là lại về và bđ lây lan dịch. 😓 Có mà ghét VN thì có 😔 💢,0
hỏi cj trang xem cj sử ntn 🙀,0
Khô qua ma 10 đơi chông nêu xương chăc 50 đơi chông 😒,0
@Tiktok Official hùa theo là chó vậy mày cũng hùa đó 🌟,2
dc vl anh ơi 😭,0
Cô nói chn nghe phúc hậu quá 🤬,0
Ơ . 🤒 K thấy có khánh nhở 😤,0
Cho em xin facebook chi ba đê kkk 😡,0
Trần Thị Nhung đi lon đâu cũng thấy m kêu nghỉ 😡,0
Cảm ơn chú Bô ạ =)) 😰,0
Con này để húp chứ ko phải ăn :)) 😓,0
sắm quanh năm r nên Tết ko cần sắm nữa nhe Nguyễn Thị Ngọc Hợp 😂😂😂 🥴,0
Link mới được cập nhật nha mấy đứa: 🙅,0
Cả dân tộc đồng lòng mọi thứ dường như đã hoàn thành chỉ vì một con quay lưng cả đồng bào lo lắng 😔,0
Buồn Abe 🥴,0
Cô dễ thương quá trời luôn 😞,0
Cười xỉu 💀,0
Bh 🙅,0
Lag :))) k xem được 👿,0
Đep wa 💢,0
Đức Dũng xe m mà ăn con đinh này nhờ =))) 🤒,0
Nói ko phải đùa chứ !! 😨 Đây là lần đầu tiên tui nghe ng khác chửi một ng nào đó mà tui lại ko hề thấy khó chịu thậm chí là nghe rất êm tai luôn !! 🛑,0
🙃🙃🙃🙃 😢,0
"Bd : my lùn , my meo :)) 😈",0
Hoa Sung Chơi vậy sao chơi lại trời :v 😔,0
Uiii chị Trangg đẹp gái thế mà sao cưới a độ xấu vllll :))))) 😿,0
Vũ Mai Ly sợ nhờ 🚫,0
Cả tiểu tiểu nữa 😤,0
Dung Hoàng Lý Đặng Thị Ngọc Hà Huỳnh Thị Hồng Yến Hứa Tuyết Nhi sẵn nghỉ rảnh kh có gì làm nè 💀,0
"Đào Q.Anh Q.Anh Đào câu kia là ông Độ nói, người lớn th cha m 🤗",2
Chị ơi chị làm đẹp chỗ nào quảng cáo cho em xem tí đi. 🥴,0
Fan Cứng B52 ròi 😿,0
Lâm Nguyễn nghe sự tích con hàu hôi hám chưa cu em =)) thế nên mới cần thơm tho nhé 🤣 😞,0
Hoài An Trịnh em bỏ lỡ khoảnh khắc huyền thoại rồi :(( 💀,0
Vlog: ăn mừng nút bạc cùng team sbtc của thầy giáo ba 👿,0
Nứng quá abe oi chơi e đi abe 😚😚😚 🤙,1
Lúc khó khăn mới biết chỉ có tổ quốc luôn cưu mang mình 😊 💀,0
Có video giải thích từ ba đời trên yt rồi 😔,0
Hưng Quang Mai 🙄,0
Thuận Nguyễn ảnh dưới 200% mới đúng 🥵,0
Rất rảnh :))) ☠️,0
Add nick mình= có link 🥴,0
Tiểu ba vui vẻ nào 😠,0
"Cộng sản là thế, muôn đời 💞",2
Hay quá thầy ơiiiii 💢,0
"Chúc mừng Đà Nẵng. 😢 Nha Trang, Phú Quốc từ từ.. 🚫",0
nghệ sĩ nhân dân hài liên minh 💢,0
Her 😞,0
lại thêm loại khùng 🖤,2
On 🤡,0
Ái Nhân tết xong giảm luôn 😣,0
kinh khung 😠,0
Phạm Đức Duy chuẩn ☠️,0
nó yếu rồi :))) 💢,0
Nói chz xàm lol 🤨,1
Trym to 🤦,0
Phương Thảo thấy chưa m 😡,0
Đây có lẽ là cách mạng của con cẩu mang tên Gờ Zờ :V 😁,2
Mất cắp thường là ở sân bay đi hoặc sân bay quá cảnh. ❌ Vì mấy chỗ đó nó mới soi hành lý để kiểm tra. 💔 Còn về Nội Bài thì hành lý chỉ đc bốc xuống rồi trả cho hành khách thì sao mà biết đc cái vali nào có gì mà nó móc. 🙄 Chả nhẽ nó móc toàn bộ chuyến bay :)),0
Nhà còn gạo ăn hôn cô 3 ? 🤕,0
Em sai rồi a độ à 😒 😩,0
Anh Độ tính đặt tên đứa sau là tên gì??? 😿,0
"Lỡ ng ta ko phải đi du lịch mà đi công việc, công tác xa thì sao má. 🚫",0
iiiiiii 🙄,0
anh ba làm lại giáo án yi đc ko abe <3 😨,0
Cô nc duyên dáng ghê . 😨 thích cô qá hà . 💢 ai lớp du chu cờ mo 😂 😿,0
mày mà biết cc gì mà tiên tri 💗,2
Trang Khánh đọc sst đy c ba thật thật kiểu gì ấy. 🤯,0
Ok ok 😭,0
Nhìn cái j đeo khẩu trang vào 🤣 💔,0
Nguyễn Sơn tđn ghét thầy ba thế à mà tút cu nào cũng thấy cmt :)))) 😰,0
LAM ĐI HA CHI ? ❌,0
lây nhiễm cao vãi gần như tiếp là dính bệnh r 😧,0
tôm hùm mì anh zai =)) 🤬,0
Linh oi mày khỏi về vn luon nhe 🤕,0
Con mèo nhà mình thì có sở thích khác các bác ạ 😗 👎,0
"bởi méo coi phim vn, chán vl ✌️",1
HUỲNH MINH LUAT 🤕,0
hên quá cuộc đời tui ko ăn hải sản :D 😞,0
A lại làm e xao xuyến rồi 🤦,0
Chú Summer Wilson oi cái con nhỏ linh này tu đi tám kiếp cũng chưa bằng được chi Tuyết Lương nữa ha chú ha😂 😿,0
Quyên a đi nha. 🥴 Ở nhà coi cf hi 🥴 😨,0
Học sinh chuyên toán của cao bằng :))) 😵,0
Ổng được nhà cao chức rộng không sợ thì phải rồi 😡,0
con gà vàng trong làng gáy to 🤬,0
nếu giám đốc apple có thấy cmt này thì cho em xin vào làm với ạ 😒,0
Cô ơi cô có dòng họ vs Hồ Xuân Hương không cô:)) cô nói gì 1 tỉ không bằng vải chùi âm đạo của cô hả 😂 vậy trước tiên thì cô thay lại cái áo của mình đi nghe cô😂 dù sang cở nào thì cái áo là nó làm mất hình tượng hết đó cô ơi 😂... 💓,2
"Đẹp trai nha,diện vào oách xà lách nha 🤒",0
Đào Nhật Thành chào cô chưa? 😦,0
gia ma con bi nham 🥶,0
Đẹp zai gần bằng chip 💢,0
xám khí đú 🤚,1
Ngạ hổ tàng long =)))) 😦,0
Đồng hương :v 🙀,0
cô Nói chuyện thấy cưng thật luôn 😵,0
Theo e nghĩ cả cty vs a này là sai. 🥶 Chả cần đến bên an toàn thực phẩm làm con mẹ zi. 😈 Vì có đem tới kiểm nghị thì chả khác nào làm giàu cho máy cha đó. 😞 Đơn gian điện thoại thẳng cty đó. Nói tui có 1 chai nước do cty a sản xuất có con ruồi. Tui bán lại c,0
DM...assmin...mặt thộn...sao mài thích bới cứt tìm giun thế thằng mặt thộn...hơ hơ hơ... 🧡,2
Ngọc Bảoc 🤒,0
Sống chậm thôiiii 😰,0
Bộ văn hoá đâu rồi 🤒,0
"phụ nữ cần 1 thằng chồng buồi to như lõi giấy vệ sinh ,giống như bà phù thủy cần anh trưởng làng =)))))))) 🥴",0
Nghe mà Tứk á 😌 🤦,0
Hậu nhuệ của bác nguyễn bá thanh :) 🙅,0
Mi Phạm dô 🙄,0
sếp lên live đi 🥶,0
Bạn em bị bede lunnn 👎,0
em nghĩ thầy phải đổi tên thành 781 👿,0
Cô 3 em chúc cô 3 nhiều sức khỏe. 🙅 Em nguoi ca mau 😒,0
Hữu Châu haha...nếu mà rớt kho 💣💣💣thì banh xác rồi chứ đâu còn ngồi đấy mà “tức nhiêng” hả bạn 🤣 😞,0
Hỏi thui mừ :( =))) 🤦,0
Thế cơ á :)) 🙅,0
Bar mà lại 😿,0
Bạn của em Nhung mà đi máy bay riêng về nước thì chỉ có là e chồng của Hà Tăng thôi. ❌,0
Iphone ăn cắp thương hiệu của Tộc Trưởng 😑,0
quỷ tha ma bắt 💀,0
Quá nhanh quá nguy hiểm 👎,0
Hk biết đây phải kênh chính của cô không nhỉ thấy cô dễ thương quá chời quá đất à ❌,0
Răng cuã su phu đi đâu  hét rùi 😡,0
Nhìn hơi dơ thầy ạ 🙄,0
Thích nghe thầy cười vl 🛑,0
Quang Ngọc Trinh chăng? 😠,0
Đi ko Abe 😭,0
Cực kì thuyết phục nha! 😞,0
"Lần trước là công an, bây giờ đến chánh văn phòng tòa án. 😩 Hành pháp, tư pháp sắp đến chắc là lập pháp nữa là đủ bộ. ☠️",0
bắt đầu thấy sợ thật sự 🙅,0
Cực kì thuyết phục ⚔️ 🙀,0
Thay vì bình luận Cực kỳ thuyết phục thì chúng ta có thể bình luận những lời yêu thương gửi tới nhau cơ mà<3 💢,0
cho mình thắc mắc trần đoàn với Don Nguyen co quan hệ gì mà nó lấy hình vậy mọi người 😤,0
Không muốn lớn thêm nữa.Muốn trở lại thời bé chưa biết mua sắm với làm đẹp là cái deo gì 😢😢😢 🚫,0
Bệnh của m còn nặng hơn ung thư đấy thằng ngu ạ 😍,2
Phan Tiến Đạt thấy con akali chiều nay chưa 🙂 🤯,0
Bố làm lương có 7 triệu 🤦,0
"t nghĩ bài này vừa là để thử sức với dòng nhạc mới, vừa là bàn đạp dể phát triển kênh youtube mới của jack thôi. 😓 Nên có thể không bằng các bài trước, nhưng nghe cũng vừa tai, beat của hoaprox cũng rất cuốn ❌",0
Ba khùng nữa rồi 💪,2
":)) vấn đề sang đấy làm đc cơm cháo gì hay lại ăn bám trợ cấp, làm nail với culi như cái đám đu càng thọt mà ra rả kêu gửi tiền về nước nghe to tát quá hihi 💛",2
Thảo Ly ngta chỉ đọc tít thôi chứ k đọc bài rồi b ạ :)) 🤕,0
Cô LINDA nhìn vậy chứ dễ thương lắm❤dù có nói chuyện thô tục tục nhưng không sao😂 😵,0
Mẹ của con nè 👎,0
Hoan hô LÒ TÔN 😌,2
đúng rùiiii nekk🙄👀 😧,0
Kiểu cách nc y trang 😔,0
Gương mặt bác phúc hậu quá. 😖,0
Xin video bạn ơi 😢,0
Nguyên mẫu 😧,0
J97 với B52 sẽ hợp tác trong 2020 tới đây nha :))) 😿,0
Người ta bán hàng kiếm tiền bằng công sức của người ta mà sao mấy bạn vào nói công an vào này nọ vậy trời... 😵 Bớt khẩu nghiệp đi đời này không ai biết trước được chuyện gì đâu. 😩,0
Có tặng cô Mina ko thầy 🤒,0
Cái môi của bad này ko biết dùng từ nào để tả. 💗 Chỉnh sửa nhìn ghê vl ❤️,2
"Hà Nội xuất hiện nhiều sĩ phu , nhiều tiến sĩ , nhiều phát ngôn ấn tượng là nhờ . 😔",0
Bà này giàu sang thiệt 🤦,0
Chụp xong chưa ông eiii 😤,0
Thầy Giáo Ba ngu như Ba Rọi Béo :)))) 😂,2
Virus nó còn phải chê ông này ;)) 🚫,0
Kiều An bài này là bài quảng cáo mà 🙀,0
haha :9) 🙀,0
cục xúc vl =)) 😩,0
Mặt bả nhìn đơ quá. 💢,0
Cầm tiền đi đường quyền cười chết luôn 🚫,0
Trung thắng hộ nghe hay hơn nha thầy :D 😒,0
Mất ngủ.. 😠 Vào xem ông mà tắt trym sớm thế hả. 😔,0
Kéo lên top nào mn ưi 😵,0
Đỗ Thuỷ Trinh tứk :)) 👿,0
Người có tiếng mặc cái lìn gì chẳng đẹp . 🤲 Người bt nó bảo là điên 🧐,1
"Bác Trần có nhắc đến sau này VN sẽ có New flag, có phải là màu Trắng xanh? 😧 Nếu có anh chị em nào biết về flag tương lai của VN làm ơn chia sẻ. 😒",0
Thảo Vy t nhớ m vừa dứt câu “t chi tiền” là Huy nó bị chặt liền luôn á :))) 😑,0
Amanita Phalloides 😒,0
Đây dân chơiiii lên tiếng haha🤔 😠,0
Thầy này chỉ đùa thôi :v 😖,0
ホアン ラム・ để vài ngày nó tự nhả ông 😞,0
Nguyễn Thành Công thầy cố tình vậy để đỡ mất công biến về đấy 😨,0
Công ty anh ở đâu 😂 👎,0
"Thực ra từ trước đến nay cô Cẩm Lan vẫn như vậy, bản tính vì quá thẳng nên mới block với lại comment chửi hơi tục nhưng đúng là công nhận bà ý ko bao h đi inbox lại hay đi comment 1 cách vô và chửi rủa 1 ai đó. 😫 Tất nhiên là bà ý cũng sai do nhiều khi cái ngôn ngữ nó hơi tục với hơi thẳng tính và rủa hơi thâm
Đúng là bà ý ko muốn nổi, chỉ muốn làm 1 ng bình thường và cũng vì miếng cơm manh áo còn để làm việc. 🤒 Kể cả sự việc trần my cũng là ngoài ý muốn, bị mọi ng quá soi mói post lên group 😡",0
Mới mần xog lun 👿,0
Oke bột giặt aba sạch tinh tươm 😡,0
A tôi sai r 😦,0
Tính về quê lánh nạn ai dè h ở quê cũng như vậy thì biết đi đâu 😬,0
Phương Noble's sao hk để tóc đen cho đẹp. 😢 Nhuộm chi vậy trơid🤣🤣🤣 🥵,0
Đó t nói có sai đâu 🙅,0
Thì điệp khúc quan ngại lại vang lên>>>Nghe nhìu buồn nôn 🚫,0
Yên nghỉ chứ sao mà lên nghỉ 😂😂😂😂 😿,0
mình đã mất cmn ngủ vì cái video này :)) 😩,0
Lớp thầy ba toàn những thánh edit mang đẩng cấp vũ trụ :))) 😿,0
"Lương có 7-8tr, không quảng cáo không có sữa uống , cười cái nào:)) 😣",0
"thời buổi bây h công thần cũng chết, gian thần cũng chết, chỉ có nịnh thần mới sống :3 😭",0
muốn mua cái này ở đâu ad 🙅,0
"Tham gia group để được tư vấn làm đẹp mỗi ngày nha chị em ^^ Cách ly cũng đẹp, nhỡ đâu gặp hoàng tử trong đấy 😣",0
số đẹp 😒,0
Máy bay riêng cơ à-))))) 🚫,0
Sống chậm thoii các bạn. 😖 😵 💀,0
Mình xem mà có lúc mình ngủ quên á mọi người 😣,0
E của tăng thanh hà rôi 🤕,0
Hiền Mẹ Tien Vu haizzzz 🤒,0
Cũng gọi là ... 🤬 Cả một bầu trời tuổi thơ 🤧,0
Lý Thành Công 4 tuần rồiiiii 🛑,0
7.2K kia chắc fan của thằng Nện Đàn nào đó 🤬,0
Ông già đi nghỉ dưỡng còn thằng con ở nhà cật lực làm việc 😓,0
Út Tuyền sát ngày vé mới cao 😒,0
Cực kì.. 😦 Ak mak thôi 🥶,0
"-))))đhs giống thế, sao y bản chính lun ❌",0
Xin lỗi nhưng mà bạn nói chuyện thiếu i ốt vcl ra bạn Đỗ Huy ạ. 🤭,2
Sợ thực sự 😞 😤,0
Uống nước rửa bát xong ngồi đợi đ chết 😶,1
Giáo án xịn sò ntn mà thầy k đem ra cho các prô lây ơ xem à thầy =)) 😧,0
Chi dep noi chuyen nghe de thuong qua 😧,0
Địa chỉ ông ơi qua bấm chuông rồi chạy =)) 🤬,0
"Thí sinh xứ mình ngay khi nghe câu hỏi sẽ trừng mắt chửi MC: Phản động, phản động. 💜 Rồi nhìn cả lượt BGK: Đồ /// 😃",2
Đmm 1/5 ✋,1
Con đỉ chó xl này nó ở vn nó chết me lien 😚,2
Mong thầy đánh tỉnh táo hơn đừng để nó lừa 😧,0
Đúng rùi! 🤬 Ai chê Khánh Chi chắc gato hoặc ghét Khánh Chi mới dối lòng thôi. 🥴 Nghĩ xem ngta 40t mà như 20 mấy vậy là quá trẻ quá đẹp rồi ! 😭,0
:( cô ơi đừng chơi net nữa chơi em nè 🥴,0
dù gì thì em cũng kính trọng thầy ❤️ 🤕,0
Dương Thái Phước ba gà not ba chó@@ 🎊,2
"Tiên nữ xuống hạ trần tí thôi , làm gì căng 😧",0
sống châm lại nào các cậu 👿,0
E k hiểu e có làm gì đâu tự nhiên e bị band khỏi bộ tộc so sad vlin a ới 🥶,0
"Đang nói đến sự bịa đặt của từ thiên đường xã hội chủ nghĩa. 🥰 Lại tổ lái sang từ khác để lấp liếm à. 🤍 Thôi trả lời đi, có tài liệu nào chứng minh từ này có ko. 💖 Hay toàn từ mồm bọn chống cộng ra",2
Phải quá đi ạ 😿,0
Dễ thương quá cô ơi🥰 🛑,0
Re lam chau oi chau hoc trung quoc cach chong tham nhung. 😵 Viec gi phai ke khai 😤,0
"Sắp tới sẽ có bài : """" Dạo phố đón Xuân cùng 9x thụ tinh trong ống khói"""" 😿",0
a trung local brand: 😬,0
Thiếu tiền cj hiếu dell trả bớt xạo l đi m 💚,2
Gia cát bị đồng bóng à 🙅,0
aatrox nữa 😞,0
"Nay Chị đẹp giữ thần, làm mai minh lực cho em đi Chị đẹp. 👎 Haha 🤬",0
Cháu này sắp thành anh 😭,0
Sống chậm lại yêu thương khác đi :)) 🤒,0
Mua giải là dễ 🙄,0
Đm chuẩn bị đi học tiếng tàu thôi là vừa 🖖,1
Dân InDo t thấy đéo hiểu nội dung nó nói về cái gì 🤝,1
Nghe đâu thằng ad là dân Bắc. 🤭 Nó mún ngửi đít miền Nam mà ko được nên tức ấy mà 😀,2
Biết sợ mà vẫn cầm😂 😿,0
Vậy mới thấy thầy Park vừa đẹp trai vừa tự trọng vừa cao quý ❤️❤️❤️ 😠,0
cdm 🤝,1
Giác ngộ rồi 😂 🥴,0
Khánh chi đẹp quá ak! 👎 Mê quá!😍😍😍 ❌,0
Chị nói chuyện có duyên quá 👎,0
Thôi xong 😤,0
Chúng xây tượng đài nhiều hơn trường học. 💖,2
Cảm ơn thầy yeu thầy 😢,0
Phát biểu tới từ từ thiện là k nghe đc nữa òi :)) ❌,0
A công nhận cho e là fan cứng được không ạ. 😒 E đã like mấy bài và chia sẻ lên dòng trạng thái của e. 😿 E cũng đã like trang và theo dõi đầu tiền rồi a. 😧 Mong a công nhận fan cứng cho e. Thanks a,0
Hiep Pham mai mốt đừng ăn nữa nhé ck 🚫,0
Nóng bức. 😔 Mixi food không biết có thức ăn gì để người yêu không bị cáu gắt không nhỉ? 😓 Chứ em lỡ bắn pu từ trưa đến giờ chưa rep tin nhắn đến giờ vẫn chưa dám về phòng :(( 💢,0
"Không biết tốt xấu! 🙆 Chất phát như nào nhưng nghe 10 đời ck thì phát khiếp r, không lẽ 10 lần ck đều là lỗi của ck! 💆 Phải xem xét lại nếu như ai còn khen! 🤨 Miền tây   2 đời ck là với họ nhưng 10 đời thì thật là kịn khủng tởm",1
Cho khug 🤚,1
Cực kỳ thuyết phục🤣 🤯,0
Thấy cô đẹp giống phụ nữ hon khánh chi .trong tập này á 🤡,0
Huy Phan  chưa biết chức vụ đó của Bác Trần Dần à 🤣. 😧,0
Nguyễn Thị Kim Thảo đợi tìm ra lỗi. 🤧 Nó cho anh vô chỗ ngọt ngạt hơn :)))) anh cứ xồn xồn 🛑,0
"Rất thích sự chân thật, hài hước của người miền Tây 👎",0
Nguỵ biện!! 💔 :v 😫,0
Yêu gần còn bị huống chi yêu xa? 😡,0
Nguyễn Văn Huân mới ngủ dậy mà post đã 40k like r 🥴,0
:)) rồi đó em về đây 😰,0
Ae em tránh ra để tui xử nó :> 😨,0
Thương hiệu cao bằng đc nâng lên 1 tầng cao mới 🤦,0
"Theo t nghĩ đó là 10k lính của Trung quốc, sáng chuẩn bị cho sau này đàn áp Việt nam mà thôi! 🙀",0
Cái nào không bao che cho nhau được là lôi bệnh tâm thần ra làm lá Che chắn để chối tội vậy là tưởng như căn bệnh hiểm nghèo đối với dân đen nhưng là một cái phao để cứu cho những tên cs. 💜,2
Má ba chủi hay quá má ba 🥶,0
Clip ngoại hình của em 😞 chắc đủ ứng tuyển 😞,0
"Trần ĐOÀN chuyên bán mấy cái hàng fake mà nói xạo nói láo, vốn có 40k,50k một chai đi bán 200k,300k. 🤣 Chưa hết nó còn dám nói hàng chính hãng vài triệu sale còn 200k, thứ lừa đảo, mất dạy. 💖 Ai mà mua hàng con này sài coi chừng ung thư da đó nha, nó bỏ ba cái chất gây nghiện vô để ngta mua hoài đó, sài vô đi rồi có ngày ung thư hỏi sao xui, thà mua chai dâu thơm chính hãng sài hơi đắt mà thơm lâu, an toàn nha mọi người! 😙",2
🤦‍♂️ 💔,0
Phải chăng là định mệnh 👿,0
Mk ko p fan Jack mà thấy nhạc cx dc k đến nỗi khó nghe =)) 😓,0
Tao chỉ chờ vanh leg come back thôi 😨,0
"Vũ Thanh Huyền như a đéo bao h về em ơi , đi vòng quanh trái đất , khi nào hết dịch a sẽ về 😬",0
cô dễ thương quá à. 😰,0
Sống chậm thôi các bạn 🙂 🤬,0
Đm cuộc đời nên có 1 độ thôi mệt vl rồi 🤣. 🤝 8 ông như ông độ nghĩ đm việt nam n loạn vl.... 😶,1
Bả chửi mà mặt tiếu ghê.😅 😢,0
Phương Trần đúg dồiiii 😰,0
Nghe nói cô Cẩm Lan tuy tục nhưng sống thật 🤡,0
Bỏ hết sĩ diện 💀,0
Có ai thấy mặt sói hơi hơi giống linh ka không? 😤,0
Noi giong biet dot nat k dao duc 🤷,1
Các mày dạt ra cho tao quỳ với :'( 😬,0
In vô vở nhà trường cấm học luôn đó Abe :))) 🙅,0
Như cl luôn =)) 🤝,1
Và sau đây tôi xin giới thiệu khóa học về lỗ lực 😑,0
Bot. 😠 Gian. 😔 Di. 😵 Ban. Oi. Bo. Wa. Het. Tat. Ca. Se. Nhe. Long. Ban. Chuoi. Ng. Khac. Minh. Cg. Met. Do. Ban. Oi. Nghi. U. Cafe. Cho. Khoe. Hi,0
Tấc nhiêng là không bỏ sót bất kỳ video nào có mặt Quốc sư Trần Dần 🤕,0
bán dạo cũng bị bắt @@! 🤦,0
Trần Quốc Hưng mi ko thấy thầy tao cướp red à :)))) cướp đc người ta gọi là levi còn như vậy mới là thầy tao :))) 🤬,0
Đồ hiệu =)) 💢,0
Nỗi buồn của ng mua giải🤣 🙀,0
Bạn chả có tí máu lồn nào gọi là văn hóa cả 😂😂 😌,2
Đọc báo lá cải và cắn :))) skin bất hủ của rận :))) 🤒,0
Cuối cùng thì Khánh cũng thành ca sĩ 🥴,0
Chán! 😔,0
có khi thay Nguyễn Ngọc Ngạn được rồi :3 😑,0
"hết thuốc lại ngon lành cành đào, thành nữ sinh đại học, nhân viên văn phòng ngay ấy mà. 🥴",0
Khó chịu vl 🤨,1
Xin video đi bro 😣,0
Nguyễn Hưng 🤯,0
"từ từ đừng cmt nhanh quá, từ từ nghệ sĩ nỗi noi vào 1 2 câu rồi cái tụi mầy lại dơ cái tánh chó ra tung hô à, lũ đa nhan cách :)))))) 💫",2
Hay lắm hãy tiếp tục phát huy 🥶,0
13:30 bài quyền của idol 😞,0
Chiến thuật đánh du kích của quân ta đây mà. 😬,0
thích anh Tuân cười ghê ă . 😿,0
"Hôm qua coi cô mà tụi con cười muốn xỉu luôn <3, thích nhất lúc cô gõ vô cái thao 😧",0
Vũ Thị Huyền Xinh mà :)) 😧,0
:v Vậy phải lập ban kiểm tra của ban kiểm tra tham nhũng ! 😿,0
Đó giờ xem đâyy là tập thấy hay nhất 🤦,0
Khó ngủ qua ae a. 😡 Cuộc đời này ko bt có bất công vơi tôi không. 😨 Chi mong ko vậy. 🥴,0
Mê Tik Tok xem cười muốn chết kkk 🙅,0
Có chàng chai năm ấy họ nguyễn tên thiệu nhé :v 🚫,0
Nay trung vào showbiz rồi nên phải đẹp trai 😑,0
Vl ;)) 🤚,1
Nhung Kim là sao chị ơi :v 😖,0
Xuân Mai lớn r sao còn gọi là bé Xuân Mai 👎,0
"Tôi 16 tuổi , cao to đẹp trai nhưng bị đau lưng, phồng đĩa đệm cột sống L3 L4 không chữa được thì sau này thoát vị đĩa đệm , liệt nằm một chỗ :( đúng cuộc sống nó là bù trừ , bạn có cái này mất cái kia , anh tôi nói đúng ! 😖",0
Giờ a mất chất r 😌.toàn cover 😿,0
Cảm giác lúc đấy sẽ ra sao :))) 😬,0
Hợp lý anh ơi 🤕,0
chốn thiên đường toà án cũng trở thành nơi diễn hài ! 💖 chẳng có tiền nào là của nhà nước cả ! 😊 tiền là do dân đóng góp.... 💚 nhà nước chỉ phá thôi ! nhoé,2
Hoan hô NKYN và Ngô Tường An! 🤡 You are doing a great work! 😿 Keep at it! 👎 👍,0
Uồi dà 😈,0
Ai giúp tao gởi cái này cho người Nhật đi ahihi 🥴,0
Hoang Anh Cực Kì Thuyết Phục!:)) 🥴,0
Y như đúc 😣,0
Ngô Mạnh Thắng m ở đây à e 🙅,0
"Bác nào like em thì qua xem face con sinh vật kì bí ở trên biết nhé, nó cũng quyên góp nhưng ko bằng nên ghen ăn tức ở thôi, thứ rác rưỡi, dù sao anh ấy cũng làm được khối điều các quan chức Việt Nam chưa làm được, có bác nào dám đến tâm vùng lũ sớm như anh ấy ko ? 🆗",2
Em bán mask dưỡng mịn da ạ 😣,0
K-ATM Cao Lãnh 🤯,0
Cho ABe 🙂 😣,0
Lào giờ gần như là của Tàu khựa rồi thằng ad ngu ạ. ❤️ Ủng hộ cái mồ tổ cha mày. 🥳,2
khi nào lên A đổi tốp là đi cktg luôn đó aba ơi :D 🙅,0
Tung ra làm j anh độ đã liên hệ ban tổ chức r mọi người cứ việc bắn tiền nong với a độ komquan trọng 🛑,0
Ngon thế nhở 💔,0
Tộc trưởng gánh team :v 😈,0
Vãi cả vi trùng du học.😂 😂 😈,0
Ô cê anh ơi 👍🏼 😰,0
tr ơi nhìn thầy giống con póng quá à. ☠️,0
Lủ vc Đcs cũng là một bịnh thần kinh ác hiểm cho dân tộc vn ! 😇,2
Nguyễn Hữu Tiến lần trước còn định ra xem khu cách ly :)) 👿,0
💥💥💥💥💥 nổ banh nhà lầu 👎,0
Nhạc làm riết hổng có hay 😓,0
"Trần Lâm vậy bác sĩ bên đó ngu quá, biết đang dịch vậy mà vẫn cầm ống hút đi lấy máu 😌 💜",2
Minh Tuấn tổ sư màiiii 👏,2
Kha Ngô buồn cười quá quàng thượng =)) 🥵,0
Lúc nào cũng full black :)) ☠️,0
hẳn là qua thái ăn mì tôm :(( 💢,0
40:00:00 😨,0
Anh đó chửi con đỷ này nghe đã tai 🌟,2
Hay quá abe ơi :))) ❌,0
Thâm vl Wind Field 🤦,0
vừa ăn vừa suy nghĩ sẽ thông nhé :D 🤦,0
Sốc lắm phải hông em 😔,0
La Nguyễn Văn tấc nhiêng rồi ! 😠,0
Giang Hollow tộc trưởng mua bo đấy. 🤡,0
Trc h bao năm mới biết đây là hình cánh hoa 😵,0
"Tết đến vẫn thấy vui, vừa dọn nhà vừa hát hò, bố gói bánh, con và mẹ dọn dẹp nhà cửa, thi thoảng tiếp nước nồi bánh chưng,... 😣",0
Lặng Yên mày dân tộc à.sự thật bày ra trước mắt mà làm ngơ 😿,0
Acp em vs 😬,0
Dăm 3 đồ yêu 😖,0
Nghe rất yếu sinh lý nhưng yếu cả toán văn anh 💔,0
